#name	chrom	strand	txStart	txEnd	exonCount	exonStarts	exonEnds	score	name2
XM_047427973.1	chr1	-	154962297	154974376	14	154962297,154965542,154965945,154966161,154966318,154967670,154967979,154968203,154968494,154968770,154969377,154970031,154973292,154974247,	154963931,154965781,154966077,154966231,154966544,154967797,154968031,154968257,154968614,154968834,154969448,154970199,154973508,154974376,	0	SHC1
XM_047427974.1	chr1	-	154962297	154974376	14	154962297,154965542,154965945,154966161,154966318,154967670,154967979,154968203,154968494,154968770,154969377,154970031,154973292,154974247,	154963931,154965781,154966080,154966231,154966517,154967797,154968031,154968257,154968614,154968834,154969448,154970199,154973508,154974376,	0	SHC1
XM_047427975.1	chr1	-	154962297	154974376	14	154962297,154965542,154965945,154966161,154966318,154967670,154967979,154968203,154968494,154968770,154969377,154970031,154973292,154974247,	154963931,154965781,154966080,154966231,154966517,154967797,154968031,154968257,154968614,154968834,154969448,154970199,154974045,154974376,	0	SHC1
XM_047427978.1	chr1	-	154962297	154974376	14	154962297,154965542,154965945,154966161,154966318,154967670,154967979,154968203,154968494,154968770,154969377,154970031,154973833,154974247,	154963931,154965781,154966080,154966231,154966517,154967797,154968031,154968257,154968614,154968834,154969448,154970199,154974045,154974376,	0	SHC1
XM_047427982.1	chr1	-	154962297	154974376	14	154962297,154965542,154965945,154966161,154966318,154967670,154967979,154968203,154968494,154968770,154969377,154970031,154973292,154974247,	154963931,154965781,154966077,154966231,154966517,154967797,154968031,154968257,154968614,154968834,154969448,154970199,154973508,154974376,	0	SHC1
XM_047427983.1	chr1	-	154962297	154974376	14	154962297,154965542,154965945,154966161,154966318,154967670,154967979,154968203,154968494,154968770,154969377,154970031,154973292,154974247,	154963931,154965781,154966077,154966231,154966517,154967797,154968031,154968257,154968614,154968834,154969448,154970199,154974045,154974376,	0	SHC1
XM_047427984.1	chr1	-	154962297	154974376	14	154962297,154965542,154965945,154966161,154966318,154967670,154967979,154968203,154968494,154968770,154969377,154970031,154973833,154974247,	154963931,154965781,154966077,154966231,154966517,154967797,154968031,154968257,154968614,154968834,154969448,154970199,154974045,154974376,	0	SHC1
XM_047427986.1	chr1	-	154962297	154974376	12	154962297,154965542,154965945,154966161,154966318,154967670,154967979,154968494,154968770,154969377,154970031,154974247,	154963931,154965781,154966080,154966231,154966517,154967797,154968031,154968614,154968834,154969448,154970199,154974376,	0	SHC1
XM_047427988.1	chr1	-	154962297	154974376	13	154962297,154965542,154965945,154966161,154966318,154967670,154967979,154968494,154968770,154969377,154970031,154973292,154974247,	154963931,154965781,154966080,154966231,154966517,154967797,154968031,154968614,154968834,154969448,154970199,154973508,154974376,	0	SHC1
XM_047433485.1	chr1	-	77944054	77979501	22	77944054,77946529,77949154,77955254,77956571,77960183,77960343,77962769,77963573,77964061,77964253,77964645,77964869,77965068,77966693,77966883,77967048,77967626,77968164,77969924,77978884,77979396,	77945642,77946576,77949300,77955329,77956700,77960263,77960495,77962930,77963715,77964162,77964356,77964747,77964968,77965231,77966751,77966955,77967101,77967666,77968203,77970015,77979059,77979501,	0	FUBP1
XM_047427989.1	chr1	-	154962297	154974376	13	154962297,154965542,154965945,154966161,154966318,154967670,154967979,154968494,154968770,154969377,154970031,154973292,154974247,	154963931,154965781,154966077,154966231,154966517,154967797,154968031,154968614,154968834,154969448,154970199,154973508,154974376,	0	SHC1
XM_047427991.1	chr1	-	154962297	154974376	13	154962297,154965638,154965945,154966161,154966318,154967670,154967979,154968203,154968494,154968770,154969377,154970031,154974247,	154963931,154965781,154966080,154966231,154966517,154967797,154968031,154968257,154968614,154968834,154969448,154970199,154974376,	0	SHC1
XM_047433487.1	chr1	-	77944054	77979501	22	77944054,77946529,77949154,77955254,77956571,77960183,77960343,77962769,77963573,77964061,77964253,77964645,77964869,77965068,77966693,77966883,77967048,77967626,77968164,77969924,77978884,77979396,	77945642,77946576,77949300,77955329,77956700,77960263,77960495,77962930,77963715,77964162,77964356,77964747,77964968,77965231,77966751,77966955,77967098,77967666,77968203,77970015,77979059,77979501,	0	FUBP1
XM_047427992.1	chr1	-	154962297	154974376	14	154962297,154965638,154965945,154966161,154966318,154967670,154967979,154968203,154968494,154968770,154969377,154970031,154973292,154974247,	154963931,154965781,154966080,154966231,154966517,154967797,154968031,154968257,154968614,154968834,154969448,154970199,154973508,154974376,	0	SHC1
XM_047433488.1	chr1	-	77944054	77979501	22	77944054,77949154,77955254,77956571,77960183,77960343,77962769,77963573,77964061,77964253,77964645,77964869,77965068,77966693,77966883,77967048,77967626,77968164,77969021,77969924,77978884,77979396,	77948774,77949300,77955329,77956700,77960263,77960495,77962930,77963715,77964162,77964356,77964747,77964968,77965231,77966751,77966955,77967101,77967666,77968203,77969084,77970015,77979059,77979501,	0	FUBP1
XM_047427993.1	chr1	-	154962297	154974376	14	154962297,154965638,154965945,154966161,154966318,154967670,154967979,154968203,154968494,154968770,154969377,154970031,154973833,154974247,	154963931,154965781,154966080,154966231,154966517,154967797,154968031,154968257,154968614,154968834,154969448,154970199,154974045,154974376,	0	SHC1
XM_047433489.1	chr1	-	77944054	77979501	22	77944054,77949154,77955254,77956571,77960183,77960343,77962769,77963573,77964061,77964253,77964645,77964869,77965068,77966693,77966883,77967048,77967626,77968164,77969021,77969924,77978884,77979396,	77948774,77949300,77955329,77956700,77960263,77960495,77962930,77963715,77964162,77964356,77964747,77964968,77965231,77966751,77966955,77967098,77967666,77968203,77969084,77970015,77979059,77979501,	0	FUBP1
XM_047427994.1	chr1	-	154962297	154974376	13	154962297,154965638,154965945,154966161,154966318,154967670,154967979,154968203,154968494,154968770,154969377,154970031,154974247,	154963931,154965781,154966077,154966231,154966517,154967797,154968031,154968257,154968614,154968834,154969448,154970199,154974376,	0	SHC1
XM_047433491.1	chr1	-	77944054	77979072	21	77944054,77949154,77955254,77956571,77960183,77960343,77962769,77963573,77964061,77964253,77964645,77964869,77965068,77966693,77966883,77967048,77967626,77968164,77969021,77969924,77978884,	77947547,77949300,77955329,77956700,77960263,77960495,77962930,77963715,77964162,77964356,77964747,77964968,77965231,77966751,77966955,77967101,77967666,77968203,77969084,77970015,77979072,	0	FUBP1
XM_047427995.1	chr1	-	154962297	154974376	14	154962297,154965638,154965945,154966161,154966318,154967670,154967979,154968203,154968494,154968770,154969377,154970031,154973292,154974247,	154963931,154965781,154966077,154966231,154966517,154967797,154968031,154968257,154968614,154968834,154969448,154970199,154973508,154974376,	0	SHC1
XM_047433492.1	chr1	-	77944054	77979501	21	77944054,77949154,77955254,77956571,77960183,77960343,77962769,77963573,77964061,77964253,77964645,77964869,77965068,77966693,77966883,77967048,77967626,77968164,77969924,77978884,77979396,	77948774,77949300,77955329,77956700,77960263,77960495,77962930,77963715,77964162,77964356,77964747,77964968,77965231,77966751,77966955,77967101,77967666,77968203,77970015,77979059,77979501,	0	FUBP1
XM_047433493.1	chr1	-	77944054	77979501	21	77944054,77949154,77955254,77956571,77960183,77960343,77962769,77963573,77964061,77964253,77964645,77964869,77965068,77966693,77966883,77967048,77967626,77968164,77969924,77978884,77979396,	77948774,77949300,77955329,77956700,77960263,77960495,77962930,77963715,77964162,77964356,77964747,77964968,77965231,77966751,77966955,77967098,77967666,77968203,77970015,77979059,77979501,	0	FUBP1
NM_001438338.1	chr1	+	9689543	9729114	23	9689543,9691466,9710423,9715540,9715848,9716439,9716958,9717536,9718693,9719920,9720111,9720610,9720741,9721126,9721760,9721974,9722243,9722527,9723124,9723968,9724275,9724803,9726908,	9689721,9691571,9710596,9715769,9716078,9716619,9717108,9717626,9718915,9720017,9720242,9720661,9720909,9721248,9721860,9722153,9722356,9722606,9723292,9724092,9724421,9724936,9729114,	0	PIK3CD
NR_146540.2	chr1	-	77944054	77979072	23	77944054,77945505,77946529,77947452,77949154,77955254,77956571,77960183,77960343,77962769,77963573,77964061,77964253,77964645,77964869,77965068,77966693,77966883,77967048,77967626,77968164,77969924,77978884,	77944269,77945642,77946576,77947552,77949300,77955329,77956700,77960263,77960495,77962930,77963715,77964162,77964356,77964747,77964968,77965231,77966751,77966955,77967101,77967666,77968203,77970015,77979072,	0	FUBP1
NR_146539.2	chr1	-	77944054	77979072	23	77944054,77945505,77946529,77947452,77949154,77955254,77956571,77960183,77960343,77962769,77963573,77964061,77964253,77964645,77964869,77965068,77966693,77966883,77967048,77967626,77968164,77969924,77978884,	77944269,77945642,77946576,77947552,77949300,77955329,77956700,77960263,77960495,77962930,77963715,77964162,77964356,77964747,77964968,77965231,77966751,77966955,77967098,77967666,77968203,77970015,77979072,	0	FUBP1
NM_001320923.2	chr1	-	64833228	64966936	26	64833228,64835395,64836097,64837931,64838464,64839602,64841244,64841450,64844063,64844753,64845512,64846648,64847531,64850803,64855508,64857655,64860104,64864786,64866865,64869310,64873369,64879024,64883276,64886258,64956933,64966880,	64834657,64835506,64836215,64838104,64838589,64839795,64841339,64841601,64844215,64844889,64845640,64846736,64847675,64850910,64855698,64857779,64860262,64864972,64867208,64869474,64873523,64879148,64883475,64886341,64957017,64966936,	0	JAK1
NM_006015.6	chr1	+	26696014	26782104	20	26696014,26729650,26731151,26732675,26760855,26761383,26762151,26762972,26766220,26766456,26767789,26771118,26772499,26772811,26773345,26773579,26773801,26774328,26775576,26779022,	26697540,26729863,26731604,26732792,26761096,26761473,26762319,26763285,26766366,26766566,26767999,26771326,26772632,26772987,26773496,26773717,26773898,26775220,26775707,26782104,	0	ARID1A
XM_017002739.2	chr1	-	77944054	77979501	23	77944054,77946529,77949154,77955254,77956571,77960183,77960343,77962769,77963573,77964061,77964253,77964645,77964869,77965068,77966693,77966883,77967048,77967626,77968164,77969021,77969924,77978884,77979396,	77945642,77946576,77949300,77955329,77956700,77960263,77960495,77962930,77963715,77964162,77964356,77964747,77964968,77965231,77966751,77966955,77967101,77967666,77968203,77969084,77970015,77979059,77979501,	0	FUBP1
XM_017002740.3	chr1	-	77944054	77979072	21	77944054,77949154,77955254,77956571,77960183,77960343,77962769,77963573,77964061,77964253,77964645,77964869,77965068,77966693,77966883,77967048,77967626,77968164,77969021,77969924,77978884,	77947552,77949300,77955329,77956700,77960263,77960495,77962930,77963715,77964162,77964356,77964747,77964968,77965231,77966751,77966955,77967101,77967666,77968203,77969084,77970015,77979072,	0	FUBP1
XM_017002743.3	chr1	-	77944054	77979072	20	77944054,77949154,77955254,77956571,77960183,77960343,77962769,77963573,77964061,77964253,77964645,77964869,77965068,77966693,77966883,77967048,77967626,77968164,77969924,77978884,	77947552,77949300,77955329,77956700,77960263,77960495,77962930,77963715,77964162,77964356,77964747,77964968,77965231,77966751,77966955,77967098,77967666,77968203,77970015,77979072,	0	FUBP1
NM_001206846.2	chr1	-	197084126	197146669	27	197084126,197086802,197088255,197089929,197090195,197090849,197091906,197093051,197094083,197095997,197117788,197121914,197122158,197122387,197124109,197124869,197125045,197128489,197129186,197129914,197132284,197133349,197135095,197139766,197142330,197143956,197146140,	197084426,197086972,197088432,197090084,197090388,197091041,197092056,197093261,197094180,197096164,197117983,197122043,197122301,197122595,197124331,197124955,197125191,197128665,197129317,197130056,197132352,197133595,197135242,197139871,197143810,197144100,197146669,	0	ASPM
NM_001618.4	chr1	-	226360690	226408093	23	226360690,226361968,226363098,226363942,226365001,226365953,226367479,226368198,226370433,226374225,226377107,226379141,226379572,226379921,226381067,226383035,226385503,226386325,226388655,226390409,226392198,226402213,226407809,	226361541,226362083,226363160,226364070,226365154,226366052,226367608,226368321,226370517,226374354,226377303,226379274,226379641,226380164,226381208,226383183,226385680,226386442,226388755,226390624,226392314,226402379,226408093,	0	PARP1
NM_139135.4	chr1	+	26696014	26782104	20	26696014,26729650,26731151,26732675,26760855,26761383,26762151,26762972,26766220,26766456,26767789,26771118,26772499,26772811,26773345,26773579,26773801,26774979,26775576,26779022,	26697540,26729863,26731604,26732792,26761096,26761473,26762319,26763285,26766366,26766566,26767999,26771326,26772632,26772987,26773496,26773717,26773898,26775220,26775707,26782104,	0	ARID1A
NM_001773.3	chr1	-	207886537	207911125	8	207886537,207888681,207889160,207889464,207897492,207898972,207899820,207911001,	207888118,207888846,207889213,207889621,207897573,207899226,207900003,207911125,	0	CD34
NR_137329.2	chr1	-	46040139	46132629	9	46040139,46045917,46046550,46055794,46061928,46066053,46077514,46080641,46131846,	46043871,46046088,46046625,46055971,46062071,46066179,46077613,46080750,46132629,	0	PIK3R3
NM_080921.4	chr1	+	198639039	198757476	30	198639039,198639225,198692346,198703297,198704471,198706733,198708132,198709686,198712952,198716681,198718093,198722415,198728339,198729136,198731616,198732299,198732479,198734195,198734327,198735126,198741868,198742231,198744053,198748108,198749415,198750491,198752248,198752593,198754268,198755905,	198639137,198639341,198692373,198703372,198704498,198706952,198708261,198709824,198713072,198716840,198718302,198722476,198728448,198729171,198731726,198732390,198732556,198734232,198734425,198735252,198742026,198742367,198744203,198748199,198749549,198750626,198752371,198752772,198754404,198757476,	0	PTPRC
NM_001439206.1	chr1	+	9651730	9729114	24	9651730,9691466,9710423,9715540,9715848,9716439,9716958,9717536,9718693,9719920,9720111,9720610,9720744,9721126,9721443,9721760,9721974,9722243,9722527,9723124,9723968,9724275,9724803,9726908,	9651802,9691571,9710596,9715769,9716078,9716619,9717108,9717626,9718915,9720017,9720242,9720661,9720909,9721248,9721587,9721860,9722153,9722356,9722606,9723292,9724092,9724421,9724936,9729114,	0	PIK3CD
NM_001202859.2	chr1	-	154962297	154974376	13	154962297,154965542,154965945,154966161,154966318,154967670,154967979,154968203,154968494,154968770,154969377,154970031,154974247,	154963931,154965781,154966077,154966231,154966517,154967797,154968031,154968257,154968614,154968834,154969448,154970199,154974376,	0	SHC1
NM_002227.4	chr1	-	64833228	64966549	25	64833228,64835395,64836097,64837931,64838464,64839602,64841244,64841450,64844063,64844753,64845512,64846648,64847531,64850803,64855508,64857655,64860104,64864786,64866865,64869310,64873369,64879024,64883276,64886258,64966332,	64834657,64835506,64836215,64838104,64838589,64839795,64841339,64841601,64844215,64844889,64845640,64846736,64847675,64850910,64855698,64857779,64860262,64864972,64867208,64869474,64873523,64879148,64883475,64886341,64966549,	0	JAK1
NM_001025109.2	chr1	-	207880971	207911125	8	207880971,207888681,207889160,207889464,207897492,207898972,207899820,207911001,	207887923,207888846,207889213,207889621,207897573,207899226,207900003,207911125,	0	CD34
NM_001410804.1	chr1	-	77944054	77979072	22	77944054,77946529,77949154,77955254,77956571,77960183,77960343,77962769,77963573,77964061,77964253,77964645,77964869,77965068,77966693,77966883,77967048,77967626,77968164,77969021,77969924,77978884,	77945642,77946576,77949300,77955329,77956700,77960263,77960495,77962930,77963715,77964162,77964356,77964747,77964968,77965231,77966751,77966955,77967098,77967666,77968203,77969084,77970015,77979072,	0	FUBP1
NM_001114172.1	chr1	-	46040139	46133036	11	46040139,46045917,46046550,46055794,46061928,46066053,46066910,46077514,46080641,46131846,46132783,	46043871,46046088,46046625,46055971,46062071,46066179,46067091,46077613,46080750,46131956,46133036,	0	PIK3R3
XM_006710687.3	chr1	+	9689543	9729114	24	9689543,9691466,9710423,9715540,9715848,9716439,9716958,9717536,9718693,9719920,9720111,9720610,9720741,9721126,9721443,9721760,9721974,9722243,9722527,9723124,9723968,9724275,9724803,9726908,	9689721,9691571,9710596,9715769,9716078,9716619,9717108,9717626,9718915,9720017,9720242,9720661,9720909,9721248,9721587,9721860,9722153,9722356,9722606,9723292,9724092,9724421,9724936,9729114,	0	PIK3CD
